DENG;INDEX_I;TIME_INDEX;DATES
13.51475;103.0;2;01.Feb.2022
13.29902;104.0;2;01.Feb.2022
13.08393;105.0;2;01.Feb.2022
12.86961;106.0;2;01.Feb.2022
12.65622;107.0;2;01.Feb.2022
12.44388;108.0;2;01.Feb.2022
12.23274;109.0;2;01.Feb.2022
12.02292;110.0;2;01.Feb.2022
11.81455;111.0;2;01.Feb.2022
11.60775;112.0;2;01.Feb.2022
11.40263;113.0;2;01.Feb.2022
11.19933;114.0;2;01.Feb.2022
10.99796;115.0;2;01.Feb.2022
10.79862;116.0;2;01.Feb.2022
10.60141;117.0;2;01.Feb.2022
10.40644;118.0;2;01.Feb.2022
10.2138;119.0;2;01.Feb.2022
10.02358;120.0;2;01.Feb.2022
9.83586;121.0;2;01.Feb.2022
9.65073;122.0;2;01.Feb.2022
9.46826;123.0;2;01.Feb.2022
9.28851;124.0;2;01.Feb.2022
9.11156;125.0;2;01.Feb.2022
8.93746;126.0;2;01.Feb.2022
8.76626;127.0;2;01.Feb.2022
8.59802;128.0;2;01.Feb.2022
8.43278;129.0;2;01.Feb.2022
8.27058;130.0;2;01.Feb.2022
8.11145;131.0;2;01.Feb.2022
7.95543;132.0;2;01.Feb.2022
7.80253;133.0;2;01.Feb.2022
7.65278;134.0;2;01.Feb.2022
7.50619;135.0;2;01.Feb.2022
7.36278;136.0;2;01.Feb.2022
7.22254;137.0;2;01.Feb.2022
7.08549;138.0;2;01.Feb.2022
6.95162;139.0;2;01.Feb.2022
6.82093;140.0;2;01.Feb.2022
6.69341;141.0;2;01.Feb.2022
6.56904;142.0;2;01.Feb.2022
6.44781;143.0;2;01.Feb.2022
6.32971;144.0;2;01.Feb.2022
6.21471;145.0;2;01.Feb.2022
6.10279;146.0;2;01.Feb.2022
5.99392;147.0;2;01.Feb.2022
5.88806;148.0;2;01.Feb.2022
5.7852;149.0;2;01.Feb.2022
5.6853;150.0;2;01.Feb.2022
5.58832;151.0;2;01.Feb.2022
5.49422;152.0;2;01.Feb.2022
5.40297;153.0;2;01.Feb.2022
5.31452;154.0;2;01.Feb.2022
5.22884;155.0;2;01.Feb.2022
5.14589;156.0;2;01.Feb.2022
5.06561;157.0;2;01.Feb.2022
4.98797;158.0;2;01.Feb.2022
4.91292;159.0;2;01.Feb.2022
4.84041;160.0;2;01.Feb.2022
4.77041;161.0;2;01.Feb.2022
4.70286;162.0;2;01.Feb.2022
4.63773;163.0;2;01.Feb.2022
4.57495;164.0;2;01.Feb.2022
4.5145;165.0;2;01.Feb.2022
4.45632;166.0;2;01.Feb.2022
4.40037;167.0;2;01.Feb.2022
4.3466;168.0;2;01.Feb.2022
4.29497;169.0;2;01.Feb.2022
4.24544;170.0;2;01.Feb.2022
4.19796;171.0;2;01.Feb.2022
4.1525;172.0;2;01.Feb.2022
4.109;173.0;2;01.Feb.2022
4.06744;174.0;2;01.Feb.2022
4.02777;175.0;2;01.Feb.2022
3.98995;176.0;2;01.Feb.2022
3.95395;177.0;2;01.Feb.2022
3.91973;178.0;2;01.Feb.2022
3.88725;179.0;2;01.Feb.2022
3.85649;180.0;2;01.Feb.2022
3.82741;181.0;2;01.Feb.2022
3.79997;182.0;2;01.Feb.2022
3.77416;183.0;2;01.Feb.2022
3.74994;184.0;2;01.Feb.2022
3.72728;185.0;2;01.Feb.2022
3.70616;186.0;2;01.Feb.2022
3.68656;187.0;2;01.Feb.2022
3.66846;188.0;2;01.Feb.2022
3.65182;189.0;2;01.Feb.2022
3.63664;190.0;2;01.Feb.2022
3.6229;191.0;2;01.Feb.2022
3.61058;192.0;2;01.Feb.2022
3.59966;193.0;2;01.Feb.2022
3.59013;194.0;2;01.Feb.2022
3.58199;195.0;2;01.Feb.2022
3.57522;196.0;2;01.Feb.2022
3.56981;197.0;2;01.Feb.2022
3.56576;198.0;2;01.Feb.2022
3.56306;199.0;2;01.Feb.2022
3.56171;200.0;2;01.Feb.2022
14.96117;1.0;3;02.Jan.2023
14.96096;2.0;3;02.Jan.2023
14.96055;3.0;3;02.Jan.2023
14.95992;4.0;3;02.Jan.2023
14.9591;5.0;3;02.Jan.2023
14.95806;6.0;3;02.Jan.2023
14.95682;7.0;3;02.Jan.2023
14.95537;8.0;3;02.Jan.2023
14.95371;9.0;3;02.Jan.2023
14.95185;10.0;3;02.Jan.2023
14.94979;11.0;3;02.Jan.2023
14.94752;12.0;3;02.Jan.2023
14.94505;13.0;3;02.Jan.2023
14.94237;14.0;3;02.Jan.2023
14.93949;15.0;3;02.Jan.2023
14.93641;16.0;3;02.Jan.2023
14.93313;17.0;3;02.Jan.2023
14.92965;18.0;3;02.Jan.2023
14.92597;19.0;3;02.Jan.2023
14.92209;20.0;3;02.Jan.2023
14.91801;21.0;3;02.Jan.2023
14.91374;22.0;3;02.Jan.2023
14.90928;23.0;3;02.Jan.2023
14.90462;24.0;3;02.Jan.2023
14.89976;25.0;3;02.Jan.2023
14.89472;26.0;3;02.Jan.2023
14.88949;27.0;3;02.Jan.2023
14.88407;28.0;3;02.Jan.2023
14.87846;29.0;3;02.Jan.2023
14.87267;30.0;3;02.Jan.2023
14.86669;31.0;3;02.Jan.2023
14.86053;32.0;3;02.Jan.2023
14.85419;33.0;3;02.Jan.2023
14.84767;34.0;3;02.Jan.2023
14.84097;35.0;3;02.Jan.2023
14.8341;36.0;3;02.Jan.2023
14.82705;37.0;3;02.Jan.2023
14.81983;38.0;3;02.Jan.2023
14.81244;39.0;3;02.Jan.2023
14.80488;40.0;3;02.Jan.2023
14.79716;41.0;3;02.Jan.2023
14.78927;42.0;3;02.Jan.2023
14.78122;43.0;3;02.Jan.2023
14.77301;44.0;3;02.Jan.2023
14.76464;45.0;3;02.Jan.2023
14.75612;46.0;3;02.Jan.2023
14.74744;47.0;3;02.Jan.2023
14.73861;48.0;3;02.Jan.2023
14.72963;49.0;3;02.Jan.2023
14.7205;50.0;3;02.Jan.2023
14.71123;51.0;3;02.Jan.2023
14.70182;52.0;3;02.Jan.2023
14.69227;53.0;3;02.Jan.2023
14.68258;54.0;3;02.Jan.2023
14.67275;55.0;3;02.Jan.2023
14.6628;56.0;3;02.Jan.2023
14.65271;57.0;3;02.Jan.2023
14.6425;58.0;3;02.Jan.2023
14.63216;59.0;3;02.Jan.2023
14.62169;60.0;3;02.Jan.2023
14.61111;61.0;3;02.Jan.2023
14.60042;62.0;3;02.Jan.2023
14.5896;63.0;3;02.Jan.2023
14.57868;64.0;3;02.Jan.2023
14.56765;65.0;3;02.Jan.2023
14.55651;66.0;3;02.Jan.2023
14.54527;67.0;3;02.Jan.2023
14.53393;68.0;3;02.Jan.2023
14.52249;69.0;3;02.Jan.2023
14.51095;70.0;3;02.Jan.2023
14.49932;71.0;3;02.Jan.2023
14.48761;72.0;3;02.Jan.2023
14.47581;73.0;3;02.Jan.2023
14.46392;74.0;3;02.Jan.2023
14.45196;75.0;3;02.Jan.2023
14.43992;76.0;3;02.Jan.2023
14.4278;77.0;3;02.Jan.2023
14.41561;78.0;3;02.Jan.2023
14.40336;79.0;3;02.Jan.2023
14.39103;80.0;3;02.Jan.2023
14.37865;81.0;3;02.Jan.2023
14.36621;82.0;3;02.Jan.2023
14.35371;83.0;3;02.Jan.2023
14.34115;84.0;3;02.Jan.2023
14.32855;85.0;3;02.Jan.2023
14.3159;86.0;3;02.Jan.2023
14.30321;87.0;3;02.Jan.2023
14.29047;88.0;3;02.Jan.2023
14.2777;89.0;3;02.Jan.2023
14.26489;90.0;3;02.Jan.2023
14.25205;91.0;3;02.Jan.2023
14.23918;92.0;3;02.Jan.2023
14.22629;93.0;3;02.Jan.2023
14.21337;94.0;3;02.Jan.2023
14.20044;95.0;3;02.Jan.2023
14.18749;96.0;3;02.Jan.2023
14.17453;97.0;3;02.Jan.2023
14.16155;98.0;3;02.Jan.2023
14.14857;99.0;3;02.Jan.2023
14.13559;100.0;3;02.Jan.2023
14.12261;101.0;3;02.Jan.2023
14.10962;102.0;3;02.Jan.2023
14.09665;103.0;3;02.Jan.2023
14.08368;104.0;3;02.Jan.2023
14.07073;105.0;3;02.Jan.2023
14.05779;106.0;3;02.Jan.2023
14.04487;107.0;3;02.Jan.2023
14.03197;108.0;3;02.Jan.2023
14.0191;109.0;3;02.Jan.2023
14.00626;110.0;3;02.Jan.2023
13.99344;111.0;3;02.Jan.2023
13.98066;112.0;3;02.Jan.2023
13.96792;113.0;3;02.Jan.2023
13.95521;114.0;3;02.Jan.2023
13.94255;115.0;3;02.Jan.2023
13.92994;116.0;3;02.Jan.2023
13.91737;117.0;3;02.Jan.2023
13.90486;118.0;3;02.Jan.2023
13.8924;119.0;3;02.Jan.2023
13.88001;120.0;3;02.Jan.2023
13.86767;121.0;3;02.Jan.2023
13.8554;122.0;3;02.Jan.2023
13.84319;123.0;3;02.Jan.2023
13.83106;124.0;3;02.Jan.2023
13.819;125.0;3;02.Jan.2023
13.80701;126.0;3;02.Jan.2023
13.7951;127.0;3;02.Jan.2023
13.78328;128.0;3;02.Jan.2023
13.77154;129.0;3;02.Jan.2023
13.75989;130.0;3;02.Jan.2023
13.74833;131.0;3;02.Jan.2023
13.73686;132.0;3;02.Jan.2023
13.72549;133.0;3;02.Jan.2023
13.71422;134.0;3;02.Jan.2023
13.70305;135.0;3;02.Jan.2023
13.69198;136.0;3;02.Jan.2023
13.68102;137.0;3;02.Jan.2023
13.67017;138.0;3;02.Jan.2023
13.65944;139.0;3;02.Jan.2023
13.64882;140.0;3;02.Jan.2023
13.63831;141.0;3;02.Jan.2023
13.62793;142.0;3;02.Jan.2023
13.61767;143.0;3;02.Jan.2023
13.60753;144.0;3;02.Jan.2023
13.59753;145.0;3;02.Jan.2023
13.58765;146.0;3;02.Jan.2023
13.57791;147.0;3;02.Jan.2023
13.5683;148.0;3;02.Jan.2023
13.55883;149.0;3;02.Jan.2023
13.5495;150.0;3;02.Jan.2023
13.54031;151.0;3;02.Jan.2023
13.53126;152.0;3;02.Jan.2023
13.52237;153.0;3;02.Jan.2023
13.51362;154.0;3;02.Jan.2023
13.50502;155.0;3;02.Jan.2023
13.49658;156.0;3;02.Jan.2023
13.48829;157.0;3;02.Jan.2023
13.48016;158.0;3;02.Jan.2023
13.47219;159.0;3;02.Jan.2023
13.46438;160.0;3;02.Jan.2023
13.45674;161.0;3;02.Jan.2023
13.44925;162.0;3;02.Jan.2023
13.44194;163.0;3;02.Jan.2023
13.4348;164.0;3;02.Jan.2023
13.42783;165.0;3;02.Jan.2023
13.42103;166.0;3;02.Jan.2023
13.4144;167.0;3;02.Jan.2023
13.40795;168.0;3;02.Jan.2023
13.40168;169.0;3;02.Jan.2023
13.39559;170.0;3;02.Jan.2023
13.38968;171.0;3;02.Jan.2023
13.38395;172.0;3;02.Jan.2023
13.3784;173.0;3;02.Jan.2023
13.37305;174.0;3;02.Jan.2023
13.36787;175.0;3;02.Jan.2023
13.36289;176.0;3;02.Jan.2023
13.35809;177.0;3;02.Jan.2023
13.35349;178.0;3;02.Jan.2023
13.34907;179.0;3;02.Jan.2023
13.34485;180.0;3;02.Jan.2023
13.34083;181.0;3;02.Jan.2023
13.337;182.0;3;02.Jan.2023
13.33336;183.0;3;02.Jan.2023
13.32992;184.0;3;02.Jan.2023
13.32668;185.0;3;02.Jan.2023
13.32364;186.0;3;02.Jan.2023
13.32079;187.0;3;02.Jan.2023
13.31815;188.0;3;02.Jan.2023
13.31571;189.0;3;02.Jan.2023
13.31347;190.0;3;02.Jan.2023
13.31143;191.0;3;02.Jan.2023
13.30959;192.0;3;02.Jan.2023
13.30795;193.0;3;02.Jan.2023
13.30652;194.0;3;02.Jan.2023
13.3053;195.0;3;02.Jan.2023
13.30427;196.0;3;02.Jan.2023
13.30345;197.0;3;02.Jan.2023
13.30284;198.0;3;02.Jan.2023
13.30243;199.0;3;02.Jan.2023
13.30223;200.0;3;02.Jan.2023
14.16267;1.0;4;02.Jan.2027
14.16267;2.0;4;02.Jan.2027
14.16266;3.0;4;02.Jan.2027
14.16264;4.0;4;02.Jan.2027
14.16262;5.0;4;02.Jan.2027
14.1626;6.0;4;02.Jan.2027
14.16257;7.0;4;02.Jan.2027
14.16254;8.0;4;02.Jan.2027
14.1625;9.0;4;02.Jan.2027
14.16245;10.0;4;02.Jan.2027
14.1624;11.0;4;02.Jan.2027
14.16235;12.0;4;02.Jan.2027
14.16229;13.0;4;02.Jan.2027
14.16223;14.0;4;02.Jan.2027
14.16216;15.0;4;02.Jan.2027
14.16208;16.0;4;02.Jan.2027
14.16201;17.0;4;02.Jan.2027
14.16192;18.0;4;02.Jan.2027
14.16184;19.0;4;02.Jan.2027
14.16174;20.0;4;02.Jan.2027
14.16165;21.0;4;02.Jan.2027
14.16154;22.0;4;02.Jan.2027
14.16144;23.0;4;02.Jan.2027
14.16133;24.0;4;02.Jan.2027
14.16121;25.0;4;02.Jan.2027
14.16109;26.0;4;02.Jan.2027
14.16097;27.0;4;02.Jan.2027
14.16084;28.0;4;02.Jan.2027
14.1607;29.0;4;02.Jan.2027
14.16056;30.0;4;02.Jan.2027
14.16042;31.0;4;02.Jan.2027
14.16028;32.0;4;02.Jan.2027
14.16012;33.0;4;02.Jan.2027
14.15997;34.0;4;02.Jan.2027
14.15981;35.0;4;02.Jan.2027
14.15964;36.0;4;02.Jan.2027
14.15948;37.0;4;02.Jan.2027
14.1593;38.0;4;02.Jan.2027
14.15913;39.0;4;02.Jan.2027
14.15895;40.0;4;02.Jan.2027
14.15876;41.0;4;02.Jan.2027
14.15857;42.0;4;02.Jan.2027
14.15838;43.0;4;02.Jan.2027
14.15818;44.0;4;02.Jan.2027
14.15798;45.0;4;02.Jan.2027
14.15778;46.0;4;02.Jan.2027
14.15757;47.0;4;02.Jan.2027
14.15736;48.0;4;02.Jan.2027
14.15714;49.0;4;02.Jan.2027
14.15693;50.0;4;02.Jan.2027
14.1567;51.0;4;02.Jan.2027
14.15648;52.0;4;02.Jan.2027
14.15625;53.0;4;02.Jan.2027
14.15602;54.0;4;02.Jan.2027
14.15578;55.0;4;02.Jan.2027
14.15554;56.0;4;02.Jan.2027
14.1553;57.0;4;02.Jan.2027
14.15505;58.0;4;02.Jan.2027
14.15481;59.0;4;02.Jan.2027
14.15456;60.0;4;02.Jan.2027
14.1543;61.0;4;02.Jan.2027
14.15404;62.0;4;02.Jan.2027
14.15378;63.0;4;02.Jan.2027
14.15352;64.0;4;02.Jan.2027
14.15326;65.0;4;02.Jan.2027
14.15299;66.0;4;02.Jan.2027
14.15272;67.0;4;02.Jan.2027
14.15244;68.0;4;02.Jan.2027
14.15217;69.0;4;02.Jan.2027
14.15189;70.0;4;02.Jan.2027
14.15161;71.0;4;02.Jan.2027
14.15133;72.0;4;02.Jan.2027
14.15104;73.0;4;02.Jan.2027
14.15076;74.0;4;02.Jan.2027
14.15047;75.0;4;02.Jan.2027
14.15018;76.0;4;02.Jan.2027
14.14989;77.0;4;02.Jan.2027
14.14959;78.0;4;02.Jan.2027
14.1493;79.0;4;02.Jan.2027
14.149;80.0;4;02.Jan.2027
14.1487;81.0;4;02.Jan.2027
14.1484;82.0;4;02.Jan.2027
14.1481;83.0;4;02.Jan.2027
14.1478;84.0;4;02.Jan.2027
14.14749;85.0;4;02.Jan.2027
14.14719;86.0;4;02.Jan.2027
14.14688;87.0;4;02.Jan.2027
14.14657;88.0;4;02.Jan.2027
14.14626;89.0;4;02.Jan.2027
14.14595;90.0;4;02.Jan.2027
14.14564;91.0;4;02.Jan.2027
14.14533;92.0;4;02.Jan.2027
14.14502;93.0;4;02.Jan.2027
14.14471;94.0;4;02.Jan.2027
14.14439;95.0;4;02.Jan.2027
14.14408;96.0;4;02.Jan.2027
14.14377;97.0;4;02.Jan.2027
14.14345;98.0;4;02.Jan.2027
14.14314;99.0;4;02.Jan.2027
14.14283;100.0;4;02.Jan.2027
14.14251;101.0;4;02.Jan.2027
14.1422;102.0;4;02.Jan.2027
14.14188;103.0;4;02.Jan.2027
14.14157;104.0;4;02.Jan.2027
14.14125;105.0;4;02.Jan.2027
14.14094;106.0;4;02.Jan.2027
14.14063;107.0;4;02.Jan.2027
14.14032;108.0;4;02.Jan.2027
14.14;109.0;4;02.Jan.2027
14.13969;110.0;4;02.Jan.2027
14.13938;111.0;4;02.Jan.2027
14.13907;112.0;4;02.Jan.2027
14.13876;113.0;4;02.Jan.2027
14.13846;114.0;4;02.Jan.2027
14.13815;115.0;4;02.Jan.2027
14.13784;116.0;4;02.Jan.2027
14.13754;117.0;4;02.Jan.2027
14.13724;118.0;4;02.Jan.2027
14.13693;119.0;4;02.Jan.2027
14.13663;120.0;4;02.Jan.2027
14.13633;121.0;4;02.Jan.2027
14.13604;122.0;4;02.Jan.2027
14.13574;123.0;4;02.Jan.2027
14.13545;124.0;4;02.Jan.2027
14.13515;125.0;4;02.Jan.2027
14.13486;126.0;4;02.Jan.2027
14.13458;127.0;4;02.Jan.2027
14.13429;128.0;4;02.Jan.2027
14.134;129.0;4;02.Jan.2027
14.13372;130.0;4;02.Jan.2027
14.13344;131.0;4;02.Jan.2027
14.13316;132.0;4;02.Jan.2027
14.13289;133.0;4;02.Jan.2027
14.13262;134.0;4;02.Jan.2027
14.13235;135.0;4;02.Jan.2027
14.13208;136.0;4;02.Jan.2027
14.13181;137.0;4;02.Jan.2027
14.13155;138.0;4;02.Jan.2027
14.13129;139.0;4;02.Jan.2027
14.13103;140.0;4;02.Jan.2027
14.13078;141.0;4;02.Jan.2027
14.13053;142.0;4;02.Jan.2027
14.13028;143.0;4;02.Jan.2027
14.13003;144.0;4;02.Jan.2027
14.12979;145.0;4;02.Jan.2027
14.12955;146.0;4;02.Jan.2027
14.12931;147.0;4;02.Jan.2027
14.12908;148.0;4;02.Jan.2027
14.12885;149.0;4;02.Jan.2027
14.12863;150.0;4;02.Jan.2027
14.1284;151.0;4;02.Jan.2027
14.12819;152.0;4;02.Jan.2027
14.12797;153.0;4;02.Jan.2027
14.12776;154.0;4;02.Jan.2027
14.12755;155.0;4;02.Jan.2027
14.12735;156.0;4;02.Jan.2027
14.12715;157.0;4;02.Jan.2027
14.12695;158.0;4;02.Jan.2027
14.12676;159.0;4;02.Jan.2027
14.12657;160.0;4;02.Jan.2027
14.12638;161.0;4;02.Jan.2027
14.1262;162.0;4;02.Jan.2027
14.12603;163.0;4;02.Jan.2027
14.12585;164.0;4;02.Jan.2027
14.12568;165.0;4;02.Jan.2027
14.12552;166.0;4;02.Jan.2027
14.12536;167.0;4;02.Jan.2027
14.12521;168.0;4;02.Jan.2027
14.12505;169.0;4;02.Jan.2027
14.12491;170.0;4;02.Jan.2027
14.12476;171.0;4;02.Jan.2027
14.12463;172.0;4;02.Jan.2027
14.12449;173.0;4;02.Jan.2027
14.12436;174.0;4;02.Jan.2027
14.12424;175.0;4;02.Jan.2027
14.12412;176.0;4;02.Jan.2027
14.124;177.0;4;02.Jan.2027
14.12389;178.0;4;02.Jan.2027
14.12378;179.0;4;02.Jan.2027
14.12368;180.0;4;02.Jan.2027
14.12358;181.0;4;02.Jan.2027
14.12349;182.0;4;02.Jan.2027
14.1234;183.0;4;02.Jan.2027
14.12332;184.0;4;02.Jan.2027
14.12324;185.0;4;02.Jan.2027
14.12317;186.0;4;02.Jan.2027
14.1231;187.0;4;02.Jan.2027
14.12304;188.0;4;02.Jan.2027
14.12298;189.0;4;02.Jan.2027
14.12292;190.0;4;02.Jan.2027
14.12288;191.0;4;02.Jan.2027
14.12283;192.0;4;02.Jan.2027
14.12279;193.0;4;02.Jan.2027
14.12276;194.0;4;02.Jan.2027
14.12273;195.0;4;02.Jan.2027
14.1227;196.0;4;02.Jan.2027
14.12268;197.0;4;02.Jan.2027
14.12267;198.0;4;02.Jan.2027
14.12266;199.0;4;02.Jan.2027
14.12265;200.0;4;02.Jan.2027
